id,timestamp,x,y,z
95747,2024-11-29 17:54:37.808,0.000135362,-0.0557709,0.0537777
95748,2024-11-29 17:54:37.808,0.000135362,-0.0557709,0.0537777
95749,2024-11-29 17:54:37.813,-0.0486687,-0.0598159,0.0101252
95750,2024-11-29 17:54:37.813,-0.0486687,-0.0598159,0.0101252
95751,2024-11-29 17:54:37.813,-0.0486687,-0.0598159,0.0101252
95754,2024-11-29 17:54:37.817,-0.0916706,-0.0571306,-0.0292702
95752,2024-11-29 17:54:37.818,-0.0916706,-0.0571306,-0.0292702
95753,2024-11-29 17:54:37.818,-0.0916706,-0.0571306,-0.0292702
95755,2024-11-29 17:54:37.818,-0.0916706,-0.0571306,-0.0292702
95758,2024-11-29 17:54:37.822,-0.123784,-0.0422676,-0.0911207
95759,2024-11-29 17:54:37.822,-0.123784,-0.0422676,-0.0911207
95761,2024-11-29 17:54:37.822,-0.123784,-0.0422676,-0.0911207
95762,2024-11-29 17:54:37.822,-0.123784,-0.0422676,-0.0911207
95763,2024-11-29 17:54:37.822,-0.123784,-0.0422676,-0.0911207
95760,2024-11-29 17:54:37.823,-0.123784,-0.0422676,-0.0911207
95756,2024-11-29 17:54:37.823,-0.0916706,-0.0571306,-0.0292702
95757,2024-11-29 17:54:37.823,-0.123784,-0.0422676,-0.0911207
95764,2024-11-29 17:54:37.828,-0.128423,-0.0338616,-0.13341
95765,2024-11-29 17:54:37.831,-0.106732,-0.0350163,-0.197311
95766,2024-11-29 17:54:37.831,-0.106732,-0.0350163,-0.197311
95767,2024-11-29 17:54:37.832,-0.106732,-0.0350163,-0.197311
95768,2024-11-29 17:54:37.836,-0.0583909,-0.0267544,-0.23498
95769,2024-11-29 17:54:37.836,-0.0583909,-0.0267544,-0.23498
95770,2024-11-29 17:54:37.837,-0.0583909,-0.0267544,-0.23498
95771,2024-11-29 17:54:37.837,-0.0583909,-0.0267544,-0.23498
95772,2024-11-29 17:54:37.841,-0.0360139,0.00897527,-0.272799
95773,2024-11-29 17:54:37.846,-0.0223812,0.0540085,-0.300444
95774,2024-11-29 17:54:37.851,0.00923942,0.0839667,-0.31022
95775,2024-11-29 17:54:37.855,0.0246374,0.0947361,-0.308495
95776,2024-11-29 17:54:37.861,0.0717606,0.106797,-0.324627
95777,2024-11-29 17:54:37.865,0.0999558,0.135138,-0.33021
95778,2024-11-29 17:54:37.87,0.110999,0.159475,-0.28834
95779,2024-11-29 17:54:37.875,0.111323,0.192614,-0.270023
95780,2024-11-29 17:54:37.88,0.125578,0.211118,-0.235003
95781,2024-11-29 17:54:37.883,0.138181,0.214161,-0.226742
95782,2024-11-29 17:54:37.889,0.158395,0.216114,-0.241014
95783,2024-11-29 17:54:37.894,0.183617,0.191578,-0.250481
95784,2024-11-29 17:54:37.898,0.2021,0.171501,-0.265765
95785,2024-11-29 17:54:37.903,0.223254,0.152255,-0.238857
95786,2024-11-29 17:54:37.908,0.20161,0.137223,-0.218615
95787,2024-11-29 17:54:37.913,0.188567,0.1286,-0.179119
95788,2024-11-29 17:54:37.916,0.172522,0.113314,-0.133618
95789,2024-11-29 17:54:37.922,0.11741,0.09027,-0.118461
95790,2024-11-29 17:54:37.927,0.0921008,0.0713484,-0.115411
95791,2024-11-29 17:54:37.931,0.0456742,0.0811007,-0.140619
95792,2024-11-29 17:54:37.935,-0.0345437,0.0733335,-0.179482
95793,2024-11-29 17:54:37.94,-0.0920195,0.0768425,-0.213058
95794,2024-11-29 17:54:37.946,-0.131141,0.0714724,-0.228582
95795,2024-11-29 17:54:37.949,-0.143136,0.0634265,-0.22176
95796,2024-11-29 17:54:37.955,-0.128734,0.0585601,-0.175387
95797,2024-11-29 17:54:37.959,-0.0862499,0.0462849,-0.0526028
95798,2024-11-29 17:54:37.964,-0.0393264,0.0663395,0.0783825
95799,2024-11-29 17:54:37.968,-0.0171452,0.0768158,0.244591
95800,2024-11-29 17:54:37.973,-0.00963054,0.0975573,0.429114
95801,2024-11-29 17:54:37.977,0.0100729,0.143403,0.600063
95802,2024-11-29 17:54:37.983,0.0669641,0.124578,0.668354
95803,2024-11-29 17:54:37.988,0.1738,0.0431967,0.695809
95804,2024-11-29 17:54:37.993,0.170921,0.0639451,0.752548
95805,2024-11-29 17:54:37.997,0.106003,0.0940878,0.835848
95806,2024-11-29 17:54:38.002,0.0907217,0.121513,0.845255
95807,2024-11-29 17:54:38.006,0.0773615,0.132085,0.791375
95808,2024-11-29 17:54:38.011,0.0563689,0.147278,0.665735
95809,2024-11-29 17:54:38.015,0.0404798,0.150747,0.502328
95810,2024-11-29 17:54:38.021,0.0102907,0.183045,0.325155
95811,2024-11-29 17:54:38.025,-0.0130274,0.238024,0.124867
95812,2024-11-29 17:54:38.029,-0.0370048,0.29799,-0.0865555
95813,2024-11-29 17:54:38.034,-0.0428486,0.356179,-0.31031
95814,2024-11-29 17:54:38.04,-0.0181731,0.42712,-0.485026
95815,2024-11-29 17:54:38.044,0.0140377,0.496832,-0.645769
95816,2024-11-29 17:54:38.049,0.0605623,0.559719,-0.749181
95817,2024-11-29 17:54:38.053,0.117279,0.61477,-0.836244
95818,2024-11-29 17:54:38.059,0.187486,0.655509,-0.894334
95819,2024-11-29 17:54:38.062,0.274346,0.697645,-0.913264
95820,2024-11-29 17:54:38.067,0.344554,0.705727,-0.856935
95821,2024-11-29 17:54:38.073,0.348651,0.710958,-0.753483
95822,2024-11-29 17:54:38.077,0.422489,0.72955,-0.570297
95823,2024-11-29 17:54:38.082,0.552785,0.725501,-0.318865
95824,2024-11-29 17:54:38.086,0.661438,0.739831,-0.0494547
95825,2024-11-29 17:54:38.092,0.72179,0.695175,0.142104
95826,2024-11-29 17:54:38.095,0.782012,0.640584,0.282867
95827,2024-11-29 17:54:38.101,0.845125,0.604594,0.355739
95828,2024-11-29 17:54:38.106,0.855781,0.57281,0.337885
95829,2024-11-29 17:54:38.109,0.780325,0.552348,0.333266
95830,2024-11-29 17:54:38.114,0.711848,0.559637,0.35947
95831,2024-11-29 17:54:38.12,0.64406,0.588272,0.41619
95832,2024-11-29 17:54:38.124,0.596671,0.605512,0.525695
95833,2024-11-29 17:54:38.128,0.531318,0.637158,0.616486
95834,2024-11-29 17:54:38.133,0.469019,0.659138,0.686474
95835,2024-11-29 17:54:38.138,0.402192,0.688932,0.718227
95836,2024-11-29 17:54:38.142,0.305693,0.716825,0.702725
95837,2024-11-29 17:54:38.147,0.210549,0.755715,0.63103
95838,2024-11-29 17:54:38.153,0.128303,0.789016,0.539224
95839,2024-11-29 17:54:38.156,0.048336,0.808487,0.418024
95840,2024-11-29 17:54:38.162,-0.0118818,0.841797,0.268833
95841,2024-11-29 17:54:38.166,-0.0677449,0.844026,0.11081
95842,2024-11-29 17:54:38.171,-0.0898235,0.85971,-0.0430365
95843,2024-11-29 17:54:38.176,-0.0818642,0.871221,-0.19877
95844,2024-11-29 17:54:38.18,-0.0572429,0.870727,-0.34227
95845,2024-11-29 17:54:38.185,-0.0489449,0.883445,-0.453588
95846,2024-11-29 17:54:38.19,-0.0139222,0.864487,-0.52008
95847,2024-11-29 17:54:38.194,-0.0115212,0.874625,-0.552867
95848,2024-11-29 17:54:38.199,-0.031585,0.857914,-0.57956
95849,2024-11-29 17:54:38.205,-0.014471,0.848975,-0.562278
95850,2024-11-29 17:54:38.209,0.0207429,0.829957,-0.538193
95851,2024-11-29 17:54:38.213,0.0385335,0.807926,-0.523934
95852,2024-11-29 17:54:38.219,0.0415155,0.787801,-0.532492
95853,2024-11-29 17:54:38.223,0.0723455,0.764789,-0.535183
95854,2024-11-29 17:54:38.228,0.105702,0.741447,-0.535661
95855,2024-11-29 17:54:38.233,0.145994,0.704755,-0.528018
95856,2024-11-29 17:54:38.237,0.181073,0.653691,-0.530133
95857,2024-11-29 17:54:38.241,0.206041,0.597795,-0.484952
95858,2024-11-29 17:54:38.246,0.213794,0.53355,-0.416615
95859,2024-11-29 17:54:38.251,0.189097,0.502231,-0.326422
95860,2024-11-29 17:54:38.256,0.157157,0.464271,-0.238254
95861,2024-11-29 17:54:38.26,0.120583,0.392316,-0.155617
95862,2024-11-29 17:54:38.265,0.0724292,0.313645,-0.104493
95863,2024-11-29 17:54:38.27,0.00355133,0.26748,-0.0478182
95864,2024-11-29 17:54:38.274,-0.0705323,0.222593,-0.0366535
95865,2024-11-29 17:54:38.279,-0.155674,0.161139,-0.050437
95866,2024-11-29 17:54:38.285,-0.202081,0.088172,-0.0913687
95867,2024-11-29 17:54:38.289,-0.242156,0.03703,-0.117679
95868,2024-11-29 17:54:38.293,-0.255746,-0.0267146,-0.18176
95869,2024-11-29 17:54:38.299,-0.296387,-0.0578008,-0.218021
95870,2024-11-29 17:54:38.304,-0.356547,-0.0754833,-0.248066
95871,2024-11-29 17:54:38.308,-0.373052,-0.0501919,-0.273132
95872,2024-11-29 17:54:38.312,-0.385301,-0.025079,-0.30156
95873,2024-11-29 17:54:38.317,-0.368399,-0.00958061,-0.344019
95874,2024-11-29 17:54:38.322,-0.346457,0.00353003,-0.390901
95875,2024-11-29 17:54:38.327,-0.325661,0.0166912,-0.435051
95876,2024-11-29 17:54:38.332,-0.282335,0.040679,-0.476516
